building_id,city,area,community,complex,building
2806,dubai,downtown dubai,w residences,,yansoon 9
2807,dubai,downtown dubai,w residences,,zanzebeel 3
2808,dubai,downtown dubai,w residences,,burj views tower b
2809,dubai,downtown dubai,w residences,,armani residence
2810,sharjah,al qasimia,w residences,,four points by sheraton hotel sharjah
2811,sharjah,al qasimia,w residences,,cluttons b
2812,sharjah,al qasimia,w residences,,ggico building
2813,dubai,downtown dubai,w residences,,damac maison distinction
2814,sharjah,al qasimia,w residences,,luluwa building
2815,sharjah,al qasimia,w residences,,al noor building al nud
2816,sharjah,al qasimia,w residences,,al sharhan
2817,sharjah,al qasimia,w residences,,bin rashid building
2818,sharjah,al qasimia,w residences,,al israa building al nud
2819,sharjah,al qasimia,w residences,,al sahab building
2820,sharjah,al qasimia,w residences,,spark residence deluxe hotel apartments
2821,sharjah,al qasimia,w residences,,naibah building
2822,sharjah,al qasimia,w residences,,al maha regency suites hotel
2823,sharjah,al qasimia,w residences,,cluttons c
2824,sharjah,al qasimia,w residences,,nova park hotel
2825,sharjah,al qasimia,w residences,,crystal plaza hotel
2826,sharjah,al qasimia,w residences,,liwa tower
2827,sharjah,al qasimia,w residences,,gurair building
2828,sharjah,al qasimia,w residences,,hili tower
2829,sharjah,al qasimia,w residences,,al masraf
2830,sharjah,al qasimia,w residences,,abdulla ahmed mohamed al zaroumi
2831,sharjah,al qasimia,w residences,,damas building
2832,sharjah,al qasimia,w residences,,aliya tower
2833,sharjah,al qasimia,w residences,,al habtoor towers
2834,sharjah,al qasimia,w residences,,cg mall
2835,sharjah,al qasimia,w residences,,al maitha tower 1
2836,sharjah,al qasimia,w residences,,kuwait building
2837,dubai,business bay,w residences,,residence 110
2838,sharjah,al qasimia,w residences,,al bustan tower
2839,sharjah,al qasimia,w residences,,al qubaisi building
2840,sharjah,al qasimia,w residences,,khowla tower
2841,dubai,business bay,w residences,,empire heights
2842,sharjah,al qasimia,w residences,,manazil tower 1
2843,dubai,business bay,w residences,,bay square building 6
2844,sharjah,al qasimia,w residences,,tiger 6 building
2845,sharjah,al qasimia,w residences,,al marzouqi tower a
2846,dubai,business bay,w residences,,blue bay
2847,sharjah,al qasimia,w residences,,al owais building al nud
2848,dubai,business bay,w residences,,bay square building 12
2849,dubai,business bay,w residences,,bay view tower
2850,sharjah,al qasimia,w residences,,al marsa building
2851,sharjah,al qasimia,w residences,,al mattar tower
2852,sharjah,al qasimia,w residences,,dubai islamic bank building
2853,sharjah,al qasimia,w residences,,al qasimia building
2854,dubai,business bay,w residences,,iris bay tower
2855,dubai,business bay,w residences,,damac executive bay
2856,dubai,business bay,w residences,,al batha tower
2857,dubai,business bay,w residences,,residence 22
2858,dubai,business bay,w residences,,al shafar tower
2859,dubai,business bay,w residences,,falcon tower
2860,dubai,business bay,w residences,,opus tower
2861,dubai,dubai sports city,w residences,,the diamond tower
2862,dubai,dubai sports city,w residences,,giovanni boutique suites
2863,dubai,dubai sports city,w residences,,venetian building
2864,dubai,dubai sports city,w residences,,the bridge
2865,dubai,dsc,w residences,,champions tower 1
2866,dubai,dubai sports city,w residences,,golf view
2867,dubai,dso,w residences,,al telal 10
2868,dubai,dubai silicon oasis,w residences,,radisson blu hotel apartments
2869,dubai,dso,w residences,,le presidium
2870,dubai,dso,w residences,,city oasis 3
2871,dubai,dubai silicon oasis,w residences,,narcissus building
2872,dubai,dso,w residences,,emerald building
2873,dubai,silicon oasis,w residences,,park avenue
2874,dubai,dso,w residences,,binghatti diamonds
2875,dubai,dso,w residences,,la vista residence 1
2876,dubai,dubai silicon oasis,w residences,,iliyaa 3 building
2877,dubai,dubai silicon oasis,w residences,,le solarium tower
2878,dubai,dso,w residences,,national bonds oasis
2879,dubai,dubai silicon oasis,w residences,,it plaza
2880,dubai,dso,w residences,,silicon star
2881,dubai,dso,w residences,,binghatti vista
2882,dubai,dso,w residences,,binghatti residence
2883,dubai,dubai silicon oasis,w residences,,mirage residence
2884,dubai,dubai silicon oasis,w residences,,city oasis 2
2885,dubai,dso,w residences,,nibras oasis 2
2886,dubai,dso,w residences,,sevanam crown dubai
2887,dubai,dso,w residences,,palace towers
2888,dubai,dubai silicon oasis,w residences,,techno hub 2
2889,dubai,dso,w residences,,mirage 3 residence
2890,dubai,dubai silicon oasis,w residences,,topaz residences 3
2891,dubai,dso,w residences,,university view building
2892,dubai,dubai silicon oasis,w residences,,mm towers
2893,dubai,dso,w residences,,spring oasis tower
2894,dubai,dso,w residences,,silicon heights 2
2895,dubai,dso,w residences,,binghatti crystals
2896,dubai,dubai silicon oasis,w residences,,the apricot
2897,dubai,dso,w residences,,binghatti stars
2898,dubai,dubai silicon oasis,w residences,,axis 5
2899,dubai,dso,w residences,,nova tower
2900,dubai,dubai silicon oasis,w residences,,palacio tower
2901,dubai,dso,w residences,,silicon arch
2902,dubai,dubai silicon oasis,w residences,,al khair building
2903,dubai,dubai silicon oasis,w residences,,sunshine residences
2904,dubai,dubai silicon oasis,w residences,,al nayli building
2905,dubai,dubai silicon oasis,w residences,,art x tower
2906,dubai,dubai silicon oasis,w residences,,imperial building
2907,dubai,dso,w residences,,al falak residence
2908,dubai,dso,w residences,,binghatti point
2909,dubai,dubai silicon oasis,w residences,,park terrace
2910,dubai,dubai silicon oasis,w residences,,silicon oasis techno hub 1
2911,dubai,dubai silicon oasis,w residences,,axis 1 residence
2912,dubai,dso,w residences,,al hathboor residence
2913,dubai,dubai international city,w residences,,al hikma residence
2914,dubai,dso,w residences,,liwa residence
2915,dubai,dubai silicon oasis,w residences,,wasayf building
2916,dubai,dso,w residences,,la vista residence 2
2917,dubai,dubai silicon oasis,w residences,,cambridge business centre
2918,dubai,dubai silicon oasis,w residences,,city oasis 1
2919,dubai,dubai silicon oasis,w residences,,silicon building
2920,dubai,dubai silicon oasis,w residences,,al liwan building
2921,dubai,dso,w residences,,binghatti gardens
2922,dubai,dso,w residences,,silicon heights 1
2923,dubai,dubai silicon oasis,w residences,,asb tower
2924,dubai,dubai silicon oasis,w residences,,silicon residences
2925,dubai,dso,w residences,,oasis high park
2926,dubai,dubai silicon oasis,w residences,,al asmawi tower
2927,dubai,sheikh zayed road,w residences,,shangri-la hotel
2928,dubai,sheikh zayed road,w residences,,gevora hotel
2929,dubai,sheikh zayed road,w residences,,matloob building
2930,dubai,sheikh zayed road,w residences,,the millennium plaza hotel dubai
2931,dubai,sheikh zayed road,w residences,,conrad commercial tower
2932,dubai,dubai international financial centre,w residences,,jumeira tower
2933,dubai,sheikh zayed road,w residences,,the h hotel and office tower
2934,dubai,sheikh zayed road,w residences,,single business tower
2935,dubai,sheikh zayed road,w residences,,the carlton downtown hotel
2936,dubai,sheikh zayed road,w residences,,nassima tower
2937,dubai,sheikh zayed road,w residences,,dnata building
2938,dubai,sheikh zayed road,w residences,,jam tower
2939,dubai,sheikh zayed road,w residences,,millennium plaza downtown hotel
2940,dubai,sheikh zayed road,w residences,,city premiere hotel apartments
2941,dubai,sheikh zayed road,w residences,,ibri house
2942,dubai,sheikh zayed road,w residences,,mardoof building
2943,dubai,sheikh zayed road,w residences,,burj al salam towers
2944,dubai,sheikh zayed road,w residences,,latifa tower
2945,dubai,sheikh zayed road,w residences,,al moosa tower 2
2946,dubai,sheikh zayed road,w residences,,the curve building
2947,dubai,sheikh zayed road,w residences,,al safa tower
2948,dubai,sheikh zayed road,w residences,,21st century tower
2949,dubai,sheikh zayed road,w residences,,al wasl tower
2950,dubai,sheikh zayed road,w residences,,al moosa tower 1
2951,dubai,sheikh zayed road,w residences,,sky tower
2952,dubai,sheikh zayed road,w residences,,al kharbash tower
2953,dubai,sheikh zayed road,w residences,,sama tower
2954,dubai,sheikh zayed road,w residences,,ghaya residence
2955,dubai,sheikh zayed road,w residences,,oasis tower
2956,dubai,sheikh zayed road,w residences,,park place tower
2957,dubai,sheikh zayed road,w residences,,zabeel tower
2958,dubai,sheikh zayed road,w residences,,city tower 2
2959,dubai,sheikh zayed road,w residences,,al shafar investment building
2960,dubai,sheikh zayed road,w residences,,al meraikhi tower
2961,dubai,sheikh zayed road,w residences,,blue tower
2962,dubai,sheikh zayed road,w residences,,up tower
2963,dubai,sheikh zayed road,w residences,,emaar business park
2964,dubai,sheikh zayed road,w residences,,millennium executive tower
2965,dubai,sheikh zayed road,w residences,,aspin commercial tower
2966,dubai,sheikh zayed road,w residences,,al kawakeb building block a
2967,dubai,sheikh zayed road,w residences,,sheikh rashid building
2968,dubai,sheikh zayed road,w residences,,al durrah tower dubai
2969,dubai,sheikh zayed road,w residences,,al kawakeb d
2970,dubai,sheikh zayed road,w residences,,addiyar building
2971,dubai,sheikh zayed road,w residences,,white crown tower
2972,dubai,sheikh zayed road,w residences,,al ghadeer tower
2973,dubai,sheikh zayed road,w residences,,grosvenor house commercial tower
2974,dubai,sheikh zayed road,w residences,,capricorn tower
2975,dubai,sheikh zayed road,w residences,,skyline residence
2976,dubai,sheikh zayed road,w residences,,mazaya centre
2977,dubai,sheikh zayed road,w residences,,emirates towers
2978,dubai,sheikh zayed road,w residences,,lamborghini building
2979,dubai,sheikh zayed road,w residences,,sahara tower
2980,dubai,sheikh zayed road,w residences,,al manara building
2981,dubai,sheikh zayed road,w residences,,al hawai tower
2982,dubai,sheikh zayed road,w residences,,sheikh majid building
2983,dubai,sheikh zayed road,w residences,,al goze complex
2984,dubai,sheikh zayed road,w residences,,al rostamani towers
2985,dubai,sheikh zayed road,w residences,,dxb tower
2986,dubai,sheikh zayed road,w residences,,emirates grand hotel
2987,dubai,difc,w residences,,the gate precinct 5
2988,dubai,difc,w residences,,central park residential tower
2989,dubai,difc,w residences,,gate precinct building 3
2990,dubai,difc,w residences,,park tower b
2991,dubai,difc,w residences,,icd brookfield place
2992,dubai,jumeirah village circle (jvc),w residences,,damac tower 108
2993,dubai,jumeirah village circle (jvc),w residences,,rose 1
2994,dubai,jumeirah village circle (jvc),w residences,,siena 1
2995,dubai,jumeirah village circle (jvc),w residences,,park square
2996,dubai,jumeirah village circle (jvc),w residences,,evershine one
2997,dubai,jumeirah village circle (jvc),w residences,,cartel 112
2998,dubai,jumeirah village circle (jvc),w residences,,florence
2999,dubai,jumeirah village circle (jvc),w residences,,sandoval gardens
3000,dubai,jumeirah village circle (jvc),w residences,,samana miami
3001,dubai,jumeirah village circle (jvc),w residences,,prime business centre
3002,dubai,jumeirah village circle (jvc),w residences,,kensington manor
3003,dubai,jumeirah village circle (jvc),w residences,,emirates garden
3004,dubai,jumeirah village circle (jvc),w residences,,siena
3005,dubai,jumeirah village circle (jvc),w residences,,pearl house
3006,dubai,jumeirah village circle (jvc),w residences,,golden homes
3007,dubai,jumeirah village circle (jvc),w residences,,royal jvc building
3008,dubai,jumeirah village circle (jvc),w residences,,mar residences
3009,dubai,jumeirah village circle (jvc),w residences,,tasmeer residence
3010,dubai,jumeirah village circle (jvc),w residences,,magnolia 1
3011,dubai,jumeirah village circle (jvc),w residences,,avant garde residences
3012,dubai,jumeirah village circle (jvc),w residences,,alfa residence
3013,dubai,jumeirah village circle (jvc),w residences,,sobo residence
3014,dubai,jumeirah village circle (jvc),w residences,,the plaza residences
3015,dubai,jumeirah village circle (jvc),w residences,,manhattan tower
3016,dubai,jumeirah village circle (jvc),w residences,,diamond views 3
3017,dubai,jumeirah village circle (jvc),w residences,,ghalia constella
3018,dubai,jumeirah village circle (jvc),w residences,,lolena residence
3019,dubai,jumeirah village circle (jvc),w residences,,al sima tower
3020,dubai,jumeirah village circle (jvc),w residences,,gardenia 2
3021,dubai,jumeirah village circle (jvc),w residences,,hyati residence
3022,dubai,jumeirah village circle (jvc),w residences,,pantheon boulevard
3023,dubai,jumeirah village circle (jvc),w residences,,summer cluster
3024,dubai,jumeirah village circle (jvc),w residences,,national bonds residence
3025,dubai,jumeirah village circle (jvc),w residences,,saleh bin lahej building
3026,dubai,jumeirah village circle (jvc),w residences,,al amir residence
3027,dubai,jumeirah village circle (jvc),w residences,,belgravia 2
3028,dubai,jumeirah village circle (jvc),w residences,,beverly residence dubai
3029,dubai,jumeirah village circle (jvc),w residences,,aka residence
3030,dubai,jumeirah village circle (jvc),w residences,,emirates garden gardenia 1
3031,dubai,jumeirah village circle (jvc),w residences,,emirates garden 2
3032,dubai,jumeirah village circle (jvc),w residences,,oxford residence
3033,dubai,jumeirah village circle (jvc),w residences,,masaar residence
3034,dubai,jumeirah village circle (jvc),w residences,,platinum residence
3035,dubai,jumeirah village circle (jvc),w residences,,westwood grande by imtiaz
3036,dubai,jumeirah village circle (jvc),w residences,,rose 10
3037,dubai,jumeirah village circle (jvc),w residences,,diamond views 2
3038,dubai,jumeirah village circle (jvc),w residences,,oudah tower
3039,dubai,jumeirah village circle (jvc),w residences,,arezzo
3040,dubai,jumeirah village circle (jvc),w residences,,lucky 1 residence
3041,dubai,jumeirah village circle (jvc),w residences,,taraf 1 residence
